231.58,226.66,231.64,229.94,228.93,227.34,230.14,229.01,233   ,232.15,232.24,230.43,232.24,234.18,229.9 ,230.34
234.17,230.24,228.57,232.15,231.47,233.69,229.61,227.67,227.32,227.85,227.91,231.5 ,230.41,231.61,232.31,228.37
225.98,228.96,229.08,237.47,228.46,231.51,229.67,232.23,230.43,233.06,230.56,229.24,232.86,229.47,231.45,233.75
232.22,235.28,230.33,230.81,233.01,231.88,233.75,229.24,229.56,230.95,228.55,230.21,229.05,227.05,227.66,229.6
231.14,230.65,230.16,231.16,229.37,230.69,230.38,233.91,229.48,230.89,227.4 ,231.3 ,231.92,230.84,228.35,227.16
227.88,231.25,232.17,231.32,230.49,231.99,228.89,230.76,230.14,232.11,230.33,229.54,231.75,231.94,230.35,234.93
229.63,231.29,229.91,229.29,229.17,227.16,228.93,229.43,227.96,229.18,229.28,228.63,229.96,232.33,229.24,230.5
231.19,230.28,228.38,230.96,228.36,232.95,232.3 ,225.38,231.82,229.04,231.02,231.34,226.45,231.19,230.71,228.5
237.66,226.84,231.19,228.78,229.77,229.36,232.33,230.55,232.19,234.39,229.06,228.6 ,230.33,229.8 ,230.75,231.6
236.04,234.68,231.02,230.69,228.43,230.27,233.48,231.28,228.05,231.37,230.84,231.06,227.82,233.43,230.23,233.08
227.8 ,231.22,235.47,228.97,229.25,228.66,230.87,231.02,231.23,229.22,231.83,228.78,232.57,229.99,237.73,229.58
236.57,228.91,233.28,227.61,229.63,231.28,231.89,227.93,227.15,228.04,228.07,229.54,227.52,224.84,229.77,232.03
231.95,230.05,231.68,229.52,229.33,231.53,229.18,227.29,234.37,234.88,231.14,229.56,233.72,230.93,230.03,233.63
230.37,233.69,232.64,234.97,229.51,230.73,231.02,234.58,233.35,229.97,232.8 ,230.32,231.25,229.63,234.33,225.91
231.93,230.81,230.01,233.7 ,230.32,231.84,229.6 ,231.02,228.15,230.03,232.07,232.96,234.46,226.94,230.46,231.09
230.09,230.86,226.99,230.9 ,231.51,228.89,230.82,232.07,226.96,227.3 ,232.05,231   ,231.46,231.49,230.27,228.12
230.25,229.82,232.74,228.75,229.61,228.66,230.37,228.82,229.51,228.77,224.63,230.72,230.89,234.21,230.42,231.08
233.48,227.45,230.76,227.02,229.82,229.1 ,228.73,231.33,232.34,229.47,228.18,230.52,232.94,230.95,227.64,232.86
233.32,229.08,233.69,229.52,229.74,230.84,230.41,233.72,225.44,233.57,231.18,231.39,227.16,227.44,234.23,231.35
233.33,228.77,232.51,230.28,229.34,226.89,229.16,226.83,227.41,229.6 ,229.01,229.71,228.45,228.91,227.89,233.81
231.84,230.64,232.2 ,229.46,231.34,233.29,232.19,230.04,233.44,230.79,230.08,230.05,229.36,230.89,230.39,232.39
228.09,230.81,229.81,231.66,230.48,227.94,231.32,231.22,228.46,230.23,233   ,231.35,227.92,224.14,233.18,229.28
231.93,230.14,232.26,233.42,230.76,230.45,229.38,233   ,231.09,228.92,228.18,229.49,230.63,232.59,230.79,228.28
233.76,231.96,229.71,231.62,229.29,232.65,230.22,229.65,229.08,230.24,230.75,230.59,234.91,229.9 ,229.64,228.77
231.48,229.8 ,231.04,232.26,234.47,227.56,232.58,229.03,231.29,229.1 ,230.33,232.65,230.81,226.38,230.19,230.2
232.57,230.97,230.37,231.24,232.36,225.69,231.21,224.91,228.47,232.05,230.34,227.04,231.4 ,231.9 ,230.78,228.16
231.95,228.76,231.15,227.48,231.91,228.37,229.23,229.14,229.8 ,228.22,229.67,232.39,231.09,230.28,231.93,231.82
229.89,228.53,235.19,231.03,230.26,229.97,232.72,232.14,232.6 ,228.4 ,229.54,229.66,235.02,229.22,228.92,230.65
231.09,229.91,230.21,231.23,231.24,233.26,227.32,228.59,234.32,229.42,230.79,231.3 ,228.93,232.28,228.55,232.43
228.93,232.15,229.7 ,227.14,230.36,232.38,226.56,230.3 ,228.53,229.83,231.12,231.55,232.1 ,230.35,230.11,231.47
232.28,230.89,233.13,230.64,231.68,232.52,232.22,231.95,230.53,228.97,228.58,231.03,227.31,228.51,228.43,230.21
228.21,231.1 ,229.15,232.35,228.87,226.28,229.94,227.51,229.23,230.49,232.41,231.59,231.74,233.05,231.46,228.23
228.36,229.08,230.43,226.12,227.73,230.17,229.93,231.75,233.11,230.5 ,227.7 ,229.27,232.51,230.72,229.64,228.84
228.88,229.12,228.03,230.01,232.82,229.86,232.33,231.83,228.13,228.98,229.05,230.02,229.47,234.36,230.4 ,230.11
224.61,231.65,231.14,230.61,226.88,231.35,227.25,230.59,229.67,228.36,232.58,230.25,227.78,228.96,231.47,227.69
233.38,231.39,231.53,231.92,232.83,234.51,230.4 ,234.35,231.95,234.02,229.12,231.17,231.96,232.12,226.93,229.17
231.15,227.85,231.64,234.31,230.27,231.23,229.41,232.61,229.14,232.95,231.08,227.03,231.05,229.7 ,228.28,231.36
228.99,227.5 ,230.49,230.69,229.76,230.85,231.43,229.41,229.86,231.05,233.57,230.06,229.49,236.1 ,228.57,232.12
233.24,232.53,231.72,230.41,232.47,231.85,232.9 ,229.18,233.77,228.4 ,232.1 ,233.34,229.85,230.31,234.01,231.36
227.08,230.44,229.52,230.6 ,228.99,229.12,230.83,229.06,225.79,230.76,236.39,232.52,230.36,229.87,234.27,231.3
230.3 ,230.18,227.05,232.46,232.06,230.73,228.11,230.94,230.24,233.65,231.61,227.6 ,231.29,230.32,232.53,233.17
230.02,231.26,229.39,225.77,232.45,228.7 ,228.31,231.09,232.68,227.32,228.32,232.86,230.77,233.16,227.52,233.12
231.14,230.29,232.1 ,228.93,230.61,231.28,229.47,228.72,229.15,228.42,230.02,228.66,232.55,228.01,228.08,228.74
231.13,230.93,233.51,232.78,228.7 ,230.65,231.96,234.51,229.81,229.72,230.75,228.57,230.19,234.11,231.22,227.34
228.77,231.44,232.34,231.36,231.01,228.32,230.89,231.35,228.8 ,231.99,230.01,230.35,233.15,230.42,228.86,231.36
230.44,227.27,229.39,231.53,231.67,228.14,229.71,234.3 ,234.47,230.37,229.58,228.69,231.59,230.82,229.28,234.23
230.17,230.53,231.2 ,232.31,228.98,227.51,228.28,232.11,229.74,227.31,232.9 ,231.21,230.57,230.7 ,229.94,227
231.76,230.42,228.32,230.34,226.75,227.65,230.47,228.38,228.91,232.67,229.92,232.63,230.93,236.09,231.9 ,228.76
232.69,231.31,231.7 ,226.09,230.15,230.1 ,231.14,226.58,231.35,225.26,231.84,234.67,234.18,231.96,231.71,230.97
232.72,231.11,231.33,234.66,230.83,230.52,229.94,230.08,229.87,232.33,233.66,230.49,232.68,232.17,228.82,230.08
228.77,228.01,227.45,229.41,230.08,227.54,229.54,232.2 ,232.18,233.36,229.87,230.6 ,231.27,229.1 ,225.9 ,229.76
230.65,230.76,229.88,228.09,232.08,231.79,227.76,233.33,232.93,231.9 ,231.83,231.38,229.22,231.66,230.56,230.94
228.07,228.5 ,233.77,229.21,231.18,229.5 ,230.93,230.89,231.76,228.82,228.49,230.27,228.06,230.66,229.15,230.28
228.27,229.79,226.49,230.94,226.9 ,234.7 ,229.69,227.74,229.98,231.37,226.79,228.7 ,228.61,230.21,228.94,229.49
230.49,230.71,229.19,229.98,228.47,231.71,229.24,231.79,233.15,232.25,231.37,233.12,231.09,228.72,229.79,230.58
233.57,232.41,227.36,231.01,230.66,229.99,233.77,230.86,225.35,226.97,231.66,224.78,228.33,230.89,232.8 ,230.56
228.96,231.43,228.4 ,230.75,232.72,228.89,234.12,229.46,229.33,226.02,232.39,229.04,231.27,232.98,232.4 ,233.86
231.24,231.03,227.19,230.68,228.3 ,230.4 ,232.2 ,230.41,231.73,232.77,227.49,227.45,232.38,228.2 ,230.35,228.46
230.05,227.65,231.24,232.78,230.72,234.09,227.42,229.49,233.61,227.7 ,234.8 ,232.02,229.17,230.68,228.03,227.93
