998.02,999.57,1001.7,1001.6,997.86,1001,1002.1,1000.8,1001,997.52,1000.8,999.85,999.74,1000.6,1003,998.06,1001.4,1001,1000.4,1004,1000.4,995.75,996.77,999.36,1000.3,1001.5,1003,997.58,999.19,1002.3,997.92,999.56,1001,999.36,996.7,1000.1,999.07,997.13,999.44,998.45,1002.4,1002.4,997.74,1002.6,997.88,1002.1,1000.5,1002.1,997.47,995.15,1002.1,1002,1001.1,1000.7,1002.5,1000.1,999.29,999.77,999.65,1001,998.14,1003.8,1000.1,998.7,999.32,999.42,999.33,999.83,996.8,998.93,1003.5,1000.5,998.61,1000.1,1001.5,994.86,998.06,997.26,999.75,999.18,1001.7,1000.4,999.65,996.29,1000.5,1002.2,999.77,999.67,1000.8,1000.4,1000.5,997.41,1000.9,999.6,1000.9,999.94,998.14,1003.1,1000.2,999.98,999.22,1000.8,1001.9,998.7,997.91,1000.9,998.51,999.28,999.58,1002.5,998.42,1002,1002.1,997.35,1001.1,999.64,1003,998.47,1000.9,1002.2,1003.7,1001.1,1000.2,1001.4,1000.6,1000.2,997.62,1001.7
1000.4,998.94,1003.2,1004.5,1002.1,994.01,999.38,999.22,997.93,1001.6,1001.1,998.5,999.38,1001.9,996.96,998.38,1002.3,1000.4,1000,999.51,998.1,1000.7,997.21,998.49,1000.6,995.67,1000.8,1001.1,997.77,1004.9,999.5,999.16,1000.5,998.6,1000.7,997.35,1004.2,997.99,999.6,999.12,999.9,999.29,999.41,1000.8,996.49,998.55,1003.4,998,998.51,1003.4,1002,1000.7,998.13,1000.2,997.07,997.35,999.66,996.82,996.21,1002.4,998.23,996.64,998.54,1001.4,1000.7,1001.9,1003,1001.5,997.34,998.26,1002,1003.5,999.15,1002.6,999.58,1001.2,994.65,997.56,999.66,1001.4,998.32,1001.3,998,1003.5,1001.8,1000.4,1003.6,997.82,998.59,1001.7,1002.1,997.83,998.56,1000.5,996.37,1000.2,996.5,1002.4,1002.8,1000.3,1003.8,997.16,1000.1,998.7,1002.1,999.92,999.99,996.07,998.41,996.64,1004.6,1000.9,999.73,998.75,1003.6,996.61,999.05,1002.4,1000,1004.2,995.48,999.97,997.7,995.44,1001.3,1002.9,997.52,998.29
1001.8,998.49,1002.7,1001.1,998.86,1001.8,999.71,1001.4,1000.4,999.7,1003.1,1000.9,1002.2,1000.3,999.74,995.69,998.74,999.12,999.33,998.76,999.36,1000.8,998.22,999.08,998.48,998.55,1004.1,998.26,998,1002.7,998.02,1002.3,1000.2,1000.5,1001.2,1001.9,1002.6,1000.9,998.11,999.57,997.5,999.59,996.31,1000.4,1001.1,999.16,1002.9,999.62,999.04,999.29,999.23,994.99,999.48,997.69,1000.9,1000.7,997.69,1001,998.84,1001.7,1000.2,1001.7,1001.5,997.7,999.89,997.62,1001.3,1001,1002.6,1002.1,1000.4,999.05,996.73,1002.1,997.39,1000.5,999.12,997.37,1000.1,999.33,998.21,1000.9,997.25,1002.5,999.35,1001.6,997.33,1003,1000.7,998.45,998.6,1002.7,1001.4,1004,998.92,1002.8,1001,1001.2,999.08,1000.6,1002.6,1000.5,999.89,997.91,999.4,1000.3,1002.1,999.12,1002.5,996.54,998.94,999.79,1000.8,998.33,998.58,1000.1,999.7,1002.7,1004.2,1000.7,1005.9,996.63,1002.2,999.28,997.61,998.73,1002.4,999.68
999.09,1003.8,1001.6,999.12,998.83,1000.7,1001.9,1000.9,999.71,998.1,997.77,1000.9,999.6,1003.8,999.52,1000.4,1001.8,997.53,1001.6,998.1,1000.5,999.47,999.04,999.63,999.18,999.41,999.01,1003.8,1000.2,996.98,995.53,1002.7,1001.8,1001.5,1000.3,996.54,997.98,1002.7,999.51,1001.4,999.43,1002.8,997.11,998.33,999.95,1000.2,998.45,1000.8,998.74,1000.4,997.93,995.17,997.5,1003.4,1000.5,1004.1,1000.8,997.14,1001.8,1003.3,998.32,1001,998.83,997.93,999.39,999.36,999.25,998.34,1001,998.06,1000.1,999.9,1000.7,996.46,997.5,1001.1,1003.6,1000.1,1000.5,997.49,999.36,999.29,999.1,1002,999.18,998.15,1001.1,1003.2,996.52,999.87,999.14,1001.8,998.72,999.81,999.4,1003.6,1002.3,999.78,999.29,1002,997.2,1004,1001.7,1004.2,1000.4,1002.1,999.96,999.17,997.65,999.74,999.54,1000.4,1002.6,1001.4,1001.4,1002.2,1002.8,1000.6,1001.8,1001.8,1001.8,998.52,998.03,999.15,1001.5,1001,1001.2,1000.2
1000,999.41,999.63,996.83,1000.5,996.06,998.99,1000.5,1000.1,996.64,996.77,1001.5,996.79,998.05,1000.4,1000.4,998.42,999.9,1000.9,1001.5,995.68,998.35,999.25,1002.8,999.44,999.1,997.41,998.42,1001.8,999.37,1002,1000.3,1001.7,1002.2,999.99,1003.7,1003.5,1001.6,996.05,998.32,998.28,999.07,1002.2,1000.5,1000.7,1000.7,998.96,1001.9,997.41,998.55,999.9,996.27,1002,1003.9,1002.1,1002.2,999.55,999.71,1000.1,1002.5,999.45,999.38,999.88,998.22,997.91,998.15,997.9,1003,1002,999.52,1002.2,1001.5,999.55,998.22,1004,999.43,998.65,1001.5,1000.8,997.79,1004.1,997.53,1002.4,1000.2,999.58,1001,997.31,1002.3,1002.8,995.81,1001.6,1001.1,1000.2,1003.5,999.15,1002.6,1003.9,996.1,999.59,1001.1,1002,1003.4,998.26,998.28,1002.5,995.85,1001.4,1003.8,997.39,997.6,999.55,1001.5,999.79,998.08,1002.6,999.84,1002.9,998.44,994.38,1000.6,1001,1001.2,997.52,1000.7,1004.6,1002.8,998.66,997.99
1000.1,999.7,1000.4,1001.4,1001.6,998.3,998.66,1000,1001.1,996.01,1002.8,998.4,1000.7,999.69,999.94,1001.9,997.25,997.85,1002.1,1000.5,996.08,1000.1,1000.9,998.93,1000.6,999.37,998.65,1000.2,999.36,1002.9,998.36,1005,1000.4,999.55,998.23,999.79,1003.7,999.8,1001.5,998.76,997.2,1001.3,999.45,1001.9,998.63,1001,1001.6,996.94,997.93,1000.1,999.18,995.8,995.18,1001,1000.9,998.84,1000.6,1001.7,999.6,997.25,996.46,997.83,997.55,997.8,1003.8,1001.6,1000.4,1001.1,996.84,1001.4,1000.9,1000,1000.7,999.01,997.85,998.77,998.3,1001.7,1001.3,999.04,997.51,998.41,998.07,999.07,1001.5,995.96,1003.3,998.75,1001.3,999.74,999.33,999.38,998.7,997.8,998.37,998.24,996.06,996.38,1000.1,999.01,996.08,997.98,1000.5,1003.1,1002.1,996.83,1004.3,998.16,1000.1,996.92,996.65,999.91,999.28,999.68,1002,997.34,999.04,998.44,998.82,1000.4,998.35,1000.5,1002.1,999.82,1001.9,997.95,996.89,1000.9
1001.3,1003.7,1002.5,1001.7,998.45,1000.6,1000.6,998.44,1001.8,1002.8,998.48,999.93,1001.2,1001.5,999.35,1001.2,998.06,1002.6,999.31,1000.4,1001,1000.6,1000.7,999.13,1000.4,1000.3,998.86,998.61,999.04,1000.5,997.28,997.34,997.46,999.44,998.9,998.94,1001.4,1000.3,1003.1,998.81,1002,997.39,998.83,1000.1,1005.3,1002.7,999.44,997.33,998.21,998.07,1000.8,1000.5,999.95,999.75,999.16,1001.2,1002.2,999.1,1000.3,1001.6,999.05,1001,997.24,1000.1,996.74,999.23,1000.5,1001.2,999.84,999.98,999.72,1002.5,999.21,998.77,998.85,1002,1001.2,1001.1,1002.2,1000.7,998.48,996.08,1000.9,1001.1,1000.4,1001,998.26,999.76,998.84,1001.5,997.63,1000.6,1001.5,996.44,1000.9,998.94,998.99,998.54,1002.2,998.82,1000.9,1000.3,998.67,997.1,997.52,999.93,999.71,998.48,1001.4,1003.3,1003.2,999.38,999.63,1000.8,999.35,1002.9,999.09,998.85,1002.3,998.28,1000.2,996.38,999.78,1004.9,1000.3,997.81,996.16,1000.1
1000.6,1000.7,1000.6,999.24,998.33,1002.7,1001.1,1003,998.54,997.39,1001.8,997.51,998.56,998.21,1002.1,999.58,998.64,1000.7,1002,1002.5,1003.6,1000.6,1000.5,997.23,1000.6,999.69,1000,999,1003.5,999.72,999.05,999.96,1002.4,999.72,1000.8,1000,1001.1,998.55,999.23,997.61,996.69,1003.5,998.61,1002.5,997.04,999.45,996.69,998.27,1000.8,998.81,997.12,996.85,999.45,1001.3,998.39,998.32,1001.5,996.65,996.32,997.02,998.43,1000.2,1001.7,998.73,1004.6,1001.9,999.05,998.55,1000.4,999.06,999.98,1000.3,1000,1003.8,997.24,1002.3,1004,1001.8,1001.5,1000.4,998.26,1000.5,1000.1,1001.4,997.84,998.3,1001.5,999.41,998.25,998.18,997.98,1000.6,998.66,999.42,1001.7,1000.7,997.43,998.53,997.77,998.25,1001.3,1001.5,998.01,1000.7,997.69,996.39,1000.2,998.36,998.85,998.93,1001.8,995.48,1001.6,996.93,1000.4,1001.3,999.19,1001.5,1001,999.14,1000.3,1003.2,998.91,1002.5,1001.8,999.25,996.62,995.85
997.61,997.9,998.71,1001.1,998.87,1002.7,1001.2,1000.4,998.99,999.53,1001.2,1001.3,999.65,1000.8,999.92,1000.4,999.56,1001.1,1002.9,1000.4,1002.5,997.2,998.51,998.16,994.26,1000.1,1003.2,997.33,1000.4,996.12,999.24,1002.8,998.59,999.51,999.29,1001.8,1000.2,1003.4,998.7,997.21,1002.8,1002.2,1002.1,1000.5,999.17,994.97,1000.6,1000.7,1001.2,1001.1,996.45,1001,1002.4,1003.3,1002,1000.3,998.77,999.14,998.23,1000.5,998.25,997.5,1002.5,1000.4,999.52,998.69,998.64,1001.5,997.52,1000.5,1002.6,999.01,999.01,1001.4,999.2,1000.3,1000.5,999.85,1001.2,996.91,1004.1,997.36,996.98,1001.3,1002.2,1001.2,1000.5,1000,1001.9,1000.9,995.39,999.55,1002.7,999.56,998.72,996.76,1000.2,1000.7,1002.4,998.34,997.98,1000.4,1001.6,999.99,1000.5,1001.4,1002.3,995.84,1000.9,999.29,1000.2,1000.8,1003.7,1000.6,1002.2,1000.4,999.4,999.85,997.03,996.84,999.97,1000.5,1002.3,1000.4,998.07,1002.7,999.75,1000.3
997.53,996.61,1003.3,999.08,999.16,1001.9,999.98,1001.1,1000.2,997.6,998.91,1002.6,998.41,997.45,998.41,1000.2,998.45,1001.9,999.42,1000.6,999,996.67,999.14,999.94,1001.3,999.52,1001.8,999.1,1002.9,1000.3,1001.6,1001.4,1001.3,1002.5,997.93,1001.5,1000.7,999.07,1001.4,1002.9,1002.4,1003.2,999.55,999.05,1001.3,998.8,1001.7,999.43,1000.2,997.63,998.44,998.09,993.6,994.84,999.28,1001,1000.3,1001.1,994.93,995.27,999.94,999.68,996.47,999.58,999.73,998.8,999.67,1004.6,999.84,1000.7,999.71,1000.1,1004.3,1000.6,999.76,1003.3,999.42,998.81,1002.6,1001.8,997.41,995.64,1000,998.47,997.56,999.4,1001.2,999.42,999.07,997.73,998.87,997.81,1002.3,1001.2,998.35,999.42,1000.8,998.92,1001.8,1002.3,1002.4,997.21,997.76,998.45,994.24,998.89,1000.6,1001.7,998.45,999.95,1001.8,1002.1,995.64,997.73,1002,1001.3,1000.1,1001,1001,999.53,999.36,1000.8,998.64,998.47,998.41,999.45,1003.2,1000.5
